id,name,region,country,category,instagram_handle,instagram_followers_estimate,gender,eyewear_affinity,lenskart_relevance,notes
2305,6LACK,US,USA,Musician,6lack,4000000,M,medium,watch_only,
2306,Daniel Caesar,US,Canada,Musician,danielcaesar,6000000,M,medium,watch_only,
2307,Giveon,US,USA,Musician,giveon,9000000,M,medium,watch_only,
2308,Lucky Daye,US,USA,Musician,luckydaye,3000000,M,medium,watch_only,
2309,Brent Faiyaz,US,USA,Musician,brentfaiyaz,6000000,M,medium,watch_only,
2310,Smino,US,USA,Musician,smino,2000000,M,high,collab_candidate,Wears glasses
2311,Childish Gambino,US,USA,Musician,childishgambino,5000000,M,high,collab_candidate,Wears glasses
2312,Mac Miller,US,USA,Musician,,,M,high,style_influence,"Legacy, wore glasses"
2313,Juice WRLD (2),US,USA,Musician,,,M,medium,watch_only,Legacy
2314,Pop Smoke,US,USA,Musician,,,M,medium,watch_only,Legacy
2315,Virgil Abloh (2),US,USA,Fashion Designer,,,M,high,style_influence,Legacy
2316,Nigo,US,Japan,Fashion Designer,nigo,4000000,M,high,collab_candidate,"Human Made, wears glasses"
2317,Hiroshi Fujiwara,US,Japan,Fashion Designer,hiroshi_fujiwara,2000000,M,high,collab_candidate,Wears glasses
2318,Tremaine Emory,US,USA,Fashion Designer,treemaineemory,1000000,M,high,collab_candidate,"Denim Tears, wears glasses"
2319,Ronnie Fieg,US,USA,Fashion Designer,ronniekith,2000000,M,high,collab_candidate,"Kith, wears glasses"
2320,Jerry Lorenzo,US,USA,Fashion Designer,jerrylorenzo,2000000,M,medium,watch_only,Fear of God
2321,Offset,US,USA,Musician,offsetyrn,27000000,M,high,collab_candidate,"Migos, wears custom glasses"
2322,Quavo,US,USA,Musician,quavohuncho,17000000,M,high,collab_candidate,"Migos, wears shades"
2323,Takeoff,US,USA,Musician,,,M,medium,watch_only,"Migos, legacy"
2324,Lil Durk,US,USA,Musician,lildurk,15000000,M,medium,watch_only,
2325,NBA YoungBoy,US,USA,Musician,nba_youngboy,13000000,M,medium,watch_only,
2326,Lil Tecca,US,USA,Musician,,,M,medium,watch_only,
2327,Blueface,US,USA,Musician,blueface,8000000,M,medium,watch_only,
2328,DaBaby,US,USA,Musician,dababy,20000000,M,medium,watch_only,
2329,Roddy Ricch,US,USA,Musician,roddyricch,8000000,M,medium,watch_only,
2330,Polo G (2),US,USA,Musician,polo.g,13000000,M,medium,watch_only,
2331,Yung Bleu,US,USA,Musician,iam_bleu,4000000,M,medium,watch_only,
2332,NLE Choppa,US,USA,Musician,nlechoppa,10000000,M,medium,watch_only,
2333,Coi Leray,US,USA,Musician,coileray,5000000,F,medium,watch_only,
2334,Asian Doll,US,USA,Musician,asian_doll,3000000,F,medium,watch_only,
2335,Ice Spice,US,USA,Musician,icespice,7000000,F,medium,watch_only,
2336,Sexyy Red,US,USA,Musician,sexyyred,8000000,F,medium,watch_only,
2337,GloRilla,US,USA,Musician,glorillapimp,5000000,F,medium,watch_only,
2338,Latto,US,USA,Musician,latto777,10000000,F,medium,watch_only,
2339,JT (City Girls),US,USA,Musician,thegirljt,8000000,F,medium,watch_only,
2340,Yung Miami,US,USA,Musician,yungmiami305,6000000,F,medium,watch_only,
2341,Joel Embiid,US,Cameroon,Athlete,joelembiid,7000000,M,high,collab_candidate,Wears glasses off-court
2342,Nikola Jokic,US,Serbia,Athlete,joker,5000000,M,medium,watch_only,
2343,Damian Lillard,US,USA,Athlete,damianlillard,14000000,M,high,collab_candidate,Wears glasses
2344,Jimmy Butler,US,USA,Athlete,jimmybutler,9000000,M,high,collab_candidate,"Fashion-forward, wears glasses"
2345,Devin Booker,US,USA,Athlete,devinbook,16000000,M,medium,collab_candidate,
2346,Donovan Mitchell,US,USA,Athlete,spidadmitchell,7000000,M,medium,collab_candidate,
2347,Ja Morant,US,USA,Athlete,jamorant,9000000,M,medium,collab_candidate,
2348,Trae Young,US,USA,Athlete,traeyoung,6000000,M,medium,collab_candidate,
2349,Zion Williamson,US,USA,Athlete,zionwilliamson,7000000,M,medium,collab_candidate,
2350,Anthony Edwards,US,USA,Athlete,ant.edwards_,7000000,M,medium,collab_candidate,
2351,Tyreek Hill,US,USA,Athlete,cheetah,7000000,M,high,collab_candidate,Wears glasses off-field
2352,Justin Jefferson,US,USA,Athlete,justinjefferson88,6000000,M,medium,watch_only,
2353,Cooper Kupp,US,USA,Athlete,cooperkupp,3000000,M,medium,watch_only,
2354,Deebo Samuel,US,USA,Athlete,deebosamuel19,4000000,M,medium,watch_only,
2355,Micah Parsons,US,USA,Athlete,micahparsons11,4000000,M,medium,watch_only,
2356,Dak Prescott (2),US,USA,Athlete,dak,5000000,M,medium,watch_only,
2357,Lamar Jackson,US,USA,Athlete,lamarjackson_era8,7000000,M,medium,watch_only,
2358,Josh Allen,US,USA,Athlete,joshallenqb,5000000,M,medium,watch_only,
2359,Joe Burrow,US,USA,Athlete,joeburrow9,5000000,M,high,collab_candidate,"Wears glasses, fashion"
2360,Justin Herbert,US,USA,Athlete,justinherbert10,4000000,M,medium,watch_only,
2361,Viola Davis (2),US,USA,Hollywood Actor,violadavis,4000000,F,medium,collab_candidate,
2362,Alicia Keys (2),US,USA,Musician,aliciakeys,22000000,F,high,collab_candidate,Wears glasses on stage
2363,Jennifer Hudson,US,USA,Musician,iamjhud,7000000,F,medium,collab_candidate,
2364,Mary J Blige,US,USA,Musician,therealmaryjblige,7000000,F,high,collab_candidate,Wears glasses
2365,Fantasia Barrino,US,USA,Musician,fantasiabarrino,3000000,F,medium,watch_only,
2366,Jennifer Holliday,US,USA,Musician,,,F,medium,watch_only,
2367,Patti LaBelle,US,USA,Musician,,,F,high,collab_candidate,Wears shades
2368,Diana Ross,US,USA,Musician,dianaross,2000000,F,high,collab_candidate,Wears shades
2369,Gladys Knight,US,USA,Musician,,,F,medium,watch_only,
2370,Tina Turner,US,USA,Musician,,,F,high,collab_candidate,"Legacy, wears shades"
2371,Aretha Franklin,US,USA,Musician,,,F,high,style_influence,"Legacy, wears glasses"
2372,Billie Holiday,US,USA,Musician,,,F,medium,watch_only,Legacy
2373,Nina Simone,US,USA,Musician,,,F,high,style_influence,"Legacy, wears glasses"
2374,Roberta Flack,US,USA,Musician,,,F,medium,watch_only,
2375,Chaka Khan,US,USA,Musician,,,F,high,collab_candidate,Wears shades
2376,Anita Baker,US,USA,Musician,,,F,medium,watch_only,
2377,Whitney Houston,US,USA,Musician,,,F,high,style_influence,Legacy
2378,Michael Jackson,US,USA,Musician,,,M,high,style_influence,"Legacy, wore sunglasses"
2379,Prince,US,USA,Musician,,,M,high,style_influence,"Legacy, wore flamboyant glasses"
2380,David Bowie,US,UK,Musician,,,M,high,style_influence,"Legacy, wore bold eyewear"
2381,Freddie Mercury (2),US,UK,Musician,,,M,high,style_influence,
2382,George Michael,US,UK,Musician,,,M,high,style_influence,"Legacy, wore shades"
2383,Boy George,US,UK,Musician,,,M,high,collab_candidate,Wears extravagant eyewear
2384,Grace Jones,US,Jamaica,Musician,,,F,high,style_influence,Wears bold glasses
2385,James Brown,US,USA,Musician,,,M,medium,watch_only,Legacy
2386,Chuck Berry,US,USA,Musician,,,M,medium,watch_only,Legacy
2387,Little Richard,US,USA,Musician,,,M,high,style_influence,"Legacy, wore glasses"
2388,Bo Diddley,US,USA,Musician,,,M,high,style_influence,"Legacy, square glasses icon"
2389,Buddy Holly,US,USA,Musician,,,M,high,style_influence,"Legacy, glasses icon"
2390,Roy Orbison,US,USA,Musician,,,M,high,style_influence,"Legacy, thick black glasses"
2391,John Lennon,US,UK,Musician,,,M,high,style_influence,"Legacy, round glasses icon"
2392,James Dean,US,USA,Hollywood Actor,,,M,high,style_influence,"Legacy, sunglasses icon"
2393,Marlon Brando,US,USA,Hollywood Actor,,,M,high,style_influence,Legacy
2394,Steve McQueen,US,USA,Hollywood Actor,,,M,high,style_influence,"Legacy, sunglasses icon"
2395,Paul Newman,US,USA,Hollywood Actor,,,M,high,style_influence,"Legacy, wore shades"
2396,Audrey Hepburn,US,USA,Hollywood Actor,,,F,high,style_influence,"Legacy, glasses icon"
2397,Marilyn Monroe,US,USA,Hollywood Actor,,,F,high,style_influence,"Legacy, wore sunglasses"
2398,Sophia Loren,US,Italy,Hollywood Actor,,,F,high,style_influence,"Legacy, glasses icon"
2399,Jacqueline Kennedy Onassis,US,USA,Royal,,,F,high,style_influence,"Legacy, oversized sunglasses icon"
2400,Ja Morant (2),US,USA,Athlete,jamorant,9000000,M,medium,collab_candidate,
2401,Ben Simmons,Oceania,Australia,Athlete,bensimmons,7000000,M,medium,collab_candidate,
2402,Zion Williamson (2),US,USA,Athlete,zionwilliamson,7000000,M,medium,collab_candidate,
2403,Cade Cunningham,US,USA,Athlete,cadecunningham,3000000,M,medium,watch_only,
2404,Evan Mobley,US,USA,Athlete,,,M,medium,watch_only,
2405,Franz Wagner,US,Germany,Athlete,,,M,medium,watch_only,
2406,Josh Giddey,Oceania,Australia,Athlete,,,M,medium,watch_only,
2407,Chet Holmgren,US,USA,Athlete,,,M,medium,watch_only,
2408,Victor Wembanyama,US,France,Athlete,wemby,5000000,M,medium,collab_candidate,
2409,Scoot Henderson,US,USA,Athlete,,,M,medium,watch_only,
2410,Aaron Judge,US,USA,Athlete,thejudge44,3000000,M,medium,watch_only,Baseball
2411,Shohei Ohtani,US,Japan,Athlete,shoheiohtani,3000000,M,medium,collab_candidate,Baseball
2412,Fernando Tatis Jr,US,Dominican Republic,Athlete,fernandotatisfr11,3000000,M,medium,watch_only,Baseball
2413,Manny Machado,US,Dominican Republic,Athlete,mannymachado13,2000000,M,medium,watch_only,Baseball
2414,Ronald Acuña Jr,US,Venezuela,Athlete,ronaldacuna24,4000000,M,medium,watch_only,Baseball
2415,Juan Soto,US,Dominican Republic,Athlete,juansoto25,3000000,M,medium,watch_only,Baseball
2416,Julio Rodriguez,US,Dominican Republic,Athlete,juliorod44,3000000,M,medium,watch_only,Baseball
2417,Freddie Freeman,US,USA,Athlete,freemanboyy5,2000000,M,medium,watch_only,Baseball
2418,Mookie Betts,US,USA,Athlete,mookiebetts50,3000000,M,medium,watch_only,Baseball
2419,Coco Gauff,US,USA,Athlete,cocogauff,3000000,F,medium,collab_candidate,Tennis
2420,Madison Keys,US,USA,Athlete,madisonkeys,2000000,F,medium,watch_only,Tennis
2421,Amanda Anisimova,US,USA,Athlete,amsisimova,2000000,F,medium,watch_only,Tennis
2422,Nick Kyrgios,Oceania,Australia,Athlete,k1ngkyrg10s,3000000,M,medium,watch_only,Tennis
2423,Carlos Alcaraz,US,Spain,Athlete,carlitosalcarazz,9000000,M,medium,collab_candidate,Tennis
2424,Jannik Sinner,US,Italy,Athlete,janniksin,5000000,M,medium,collab_candidate,Tennis
2425,Novak Djokovic,US,Serbia,Athlete,djokernole,14000000,M,medium,collab_candidate,Tennis
2426,Roger Federer,US,Switzerland,Athlete,rogerfederer,14000000,M,high,collab_candidate,"Wears glasses, style icon"
2427,Serena Williams (2),US,USA,Athlete,serenawilliams,17000000,F,high,collab_candidate,
2428,Venus Williams (2),US,USA,Athlete,venuswilliams,12000000,F,high,collab_candidate,
2429,Andy Murray,US,UK,Athlete,andymurray,3000000,M,medium,watch_only,Tennis
2430,Novak (2),US,Serbia,Athlete,djokernole,14000000,M,medium,collab_candidate,
2431,John Denver,US,USA,Musician,,,M,high,style_influence,"Legacy, wore glasses"
2432,James Taylor,US,USA,Musician,,,M,medium,watch_only,
2433,Carole King,US,USA,Musician,,,F,high,collab_candidate,Wears glasses
2434,Joni Mitchell,US,Canada,Musician,,,F,medium,watch_only,
2435,Neil Young,US,Canada,Musician,,,M,medium,watch_only,
2436,Tom Petty,US,USA,Musician,,,M,high,style_influence,"Legacy, wore shades"
2437,Bruce Springsteen,US,USA,Musician,,,M,medium,watch_only,
2438,Billy Idol,US,UK,Musician,,,M,medium,watch_only,
2439,Joan Jett,US,USA,Musician,,,F,high,collab_candidate,Wears glasses
2440,Patti Smith,US,USA,Musician,,,F,high,collab_candidate,"Wears glasses, punk poet"
2441,Debbie Harry,US,USA,Musician,,,F,high,collab_candidate,"Blondie, wears shades"
2442,Cyndi Lauper,US,USA,Musician,,,F,high,collab_candidate,Wears glasses
2443,Annie Lennox,US,UK,Musician,,,F,high,collab_candidate,"Wears glasses, Eurythmics"
2444,Sade,US,UK/Nigeria,Musician,,,F,high,collab_candidate,Wears sunglasses
2445,Kate Bush,US,UK,Musician,,,F,medium,watch_only,
2446,Cocteau Twins,US,UK,Musician,,,F,medium,watch_only,
2447,Morrissey,US,UK,Musician,,,M,medium,watch_only,
2448,Robert Smith (Cure),US,UK,Musician,,,M,medium,watch_only,
2449,Peter Gabriel,US,UK,Musician,,,M,medium,watch_only,
2450,Phil Collins,US,UK,Musician,,,M,medium,watch_only,
2451,Sting,US,UK,Musician,theofficialsting,8000000,M,medium,watch_only,Police
2452,Eric Clapton,US,UK,Musician,,,M,medium,watch_only,
2453,Rod Stewart,US,UK,Musician,,,M,medium,watch_only,
2454,Van Morrison,US,UK,Musician,,,M,medium,watch_only,
2455,Ozzy Osbourne,US,UK,Musician,ozzyosbourne_official,5000000,M,high,collab_candidate,Wears round glasses signature
2456,Tony Iommi,US,UK,Musician,,,M,medium,watch_only,
2457,Lemmy Kilmister,US,UK,Musician,,,M,medium,watch_only,Legacy
2458,Iggy Pop,US,USA,Musician,,,M,medium,watch_only,
2459,Lou Reed,US,USA,Musician,,,M,high,style_influence,"Legacy, wears glasses"
2460,Patti LaBelle (2),US,USA,Musician,,,F,high,collab_candidate,
2461,Bretman Rock (2),US,Philippines/USA,TikToker,bretmanrock,18000000,M,high,collab_candidate,Bold sunglasses
2462,Sienna Mae Gomez,US,USA,TikToker,siennamaegomez,14000000,F,medium,watch_only,
2463,Griffin Johnson,US,USA,TikToker,griffinjohnson,8000000,M,medium,watch_only,
2464,Tony Lopez,US,USA,TikToker,tonylopez,22000000,M,medium,watch_only,
2465,Ondreaz Lopez,US,USA,TikToker,ondreazlopez,6000000,M,medium,watch_only,
2466,Chase Hudson (Lil Huddy),US,USA,TikToker,lilhuddy,25000000,M,high,collab_candidate,Wears glasses
2467,Thomas Petrou,US,USA,TikToker,thomaspetrou,8000000,M,medium,watch_only,
2468,Avani Gregg,US,USA,TikToker,avanigregg,40000000,F,medium,watch_only,
2469,Charli D'Amelio (2),US,USA,TikToker,charlidamelio,57000000,F,medium,collab_candidate,
2470,Madison Beer,US,USA,Musician,madisonbeer,35000000,F,medium,collab_candidate,
2471,Conan Gray,US,USA,Musician,conangray,17000000,M,high,collab_candidate,Wears glasses
2472,Rex Orange County,US,UK,Musician,rexorangecounty,7000000,M,high,collab_candidate,Wears glasses
2473,Clairo,US,USA,Musician,clairo,8000000,F,high,collab_candidate,Wears glasses
2474,Girl in Red,US,Norway,Musician,girlInRed,5000000,F,high,collab_candidate,Wears glasses
2475,Phoebe Bridgers,US,USA,Musician,phoebebridgers,5000000,F,high,collab_candidate,Wears glasses
2476,boygenius,US,USA,Musician,,,F,high,collab_candidate,Wears glasses (trio)
2477,Soccer Mommy,US,USA,Musician,,,F,high,collab_candidate,Wears glasses
2478,Japanese Breakfast,US,USA,Musician,japanesebreakfast,3000000,F,high,collab_candidate,Wears glasses
2479,Lucy Dacus,US,USA,Musician,,,F,medium,watch_only,
2480,Julien Baker,US,USA,Musician,,,F,medium,watch_only,
2481,Alex G,US,USA,Musician,,,M,medium,watch_only,
2482,Snail Mail,US,USA,Musician,,,F,medium,watch_only,
2483,Weyes Blood,US,USA,Musician,,,F,medium,watch_only,
2484,Mitski,US,USA,Musician,mitskileaks,7000000,F,medium,watch_only,
2485,Faye Webster,US,USA,Musician,fayewebster,3000000,F,high,collab_candidate,Wears glasses
2486,Magdalena Bay,US,USA,Musician,,,F,medium,watch_only,
2487,Caroline Polachek,US,USA,Musician,carolinepolachek,3000000,F,high,collab_candidate,Wears glasses
2488,Kim Gordon,US,USA,Musician,,,F,medium,watch_only,
2489,St Vincent,US,USA,Musician,st_vincent,4000000,F,high,collab_candidate,Wears glasses
2490,Angel Olsen,US,USA,Musician,,,F,medium,watch_only,
2491,Cate Blanchett,US,USA,Hollywood Actor,,1100000,F,high,style_influence,Known for stylish eyewear on red carpets
2492,Hugh Jackman,US,USA,Hollywood Actor,thehughjackman,16000000,M,medium,style_influence,"Wolverine star, good follower base"
2493,Nicole Kidman,US,USA,Hollywood Actor,,2000000,F,high,style_influence,"Fashion icon, wears glasses often"
2494,Bradley Cooper,US,USA,Hollywood Actor,,5000000,M,high,style_influence,Frequently photographed with statement glasses
2495,Charlize Theron,US,USA,Hollywood Actor,,3000000,F,high,style_influence,"Fashion icon, glasses wearer"
2496,Chris Pine,US,USA,Hollywood Actor,,2000000,M,high,style_influence,Often photographed in glasses
2497,Jessica Alba,US,USA,Hollywood Actor,jessicaalba,20000000,F,medium,collab_candidate,Actress & entrepreneur
2498,Kevin Hart,US,USA,Hollywood Actor,kevinhart4real,37000000,M,medium,style_influence,"Actor-comedian, huge IG following"
2499,Idris Elba,US,USA,Hollywood Actor,idriselba,6000000,M,high,style_influence,Frequently seen in stylish glasses
2500,Lupita Nyong'o,US,USA,Hollywood Actor,lupitanyongo,10000000,F,high,style_influence,"Oscar winner, fashion icon"
2501,Michael B. Jordan,US,USA,Hollywood Actor,michaelbjordan,18000000,M,high,style_influence,"Creed, Black Panther"
2502,Zoe Saldana,US,USA,Hollywood Actor,zoesaldana,9000000,F,medium,style_influence,Marvel and Avatar star
2503,Robert Downey Jr.,US,USA,Hollywood Actor,robertdowneyjr,18000000,M,high,style_influence,Wore signature round glasses as Tony Stark
2504,Margot Robbie,US,USA,Hollywood Actor,,3000000,F,medium,style_influence,"Barbie, I Tonya"
2505,Florence Pugh,US,USA,Hollywood Actor,florencepugh,11000000,F,medium,style_influence,"Midsommar, Oppenheimer"
2506,Ana de Armas,US,USA,Hollywood Actor,ana_d_armas,13000000,F,medium,style_influence,"No Time to Die, Blonde"
2507,Pedro Pascal,US,USA,Hollywood Actor,,3000000,M,medium,style_influence,"Mandalorian, Last of Us"
2508,Zendaya Coleman,US,USA,Hollywood Actor,zendaya,183000000,F,high,collab_candidate,"Massive reach, fashion-forward, known eyewear moments"
2509,Anya Taylor-Joy,US,USA,Hollywood Actor,anyataylorjoy,14000000,F,high,style_influence,"Queen's Gambit, wears glasses in character"
2510,Jack Harlow,US,USA,Musician,jackharlow,9000000,M,medium,style_influence,Rapper with style cred
2511,Harry Styles,US,USA,Musician,harrystyles,47000000,M,high,collab_candidate,"Fashion icon, wears glasses often"
2512,Justin Timberlake,US,USA,Musician,justintimberlake,72000000,M,medium,style_influence,Pop star
2513,The Weeknd,US,USA,Musician,theweeknd,35000000,M,medium,style_influence,Global pop star
2514,Drake,US,USA,Musician,champagnepapi,147000000,M,medium,style_influence,Rap megastar
2515,Bad Bunny,US,USA,Musician,badbunnypr,44000000,M,high,collab_candidate,"Latin trap global star, fashion-forward"
2516,J Balvin,US,USA,Musician,jbalvin,57000000,M,high,style_influence,Colombian reggaeton star
2517,Pitbull,US,USA,Musician,pitbull,31000000,M,medium,style_influence,Miami-based global pop star
2518,Camila Cabello,US,USA,Musician,camilacabello,65000000,F,medium,style_influence,Cuba-born pop star
2519,Giannis Antetokounmpo,US,USA,Athlete,giannis_an34,19000000,M,medium,style_influence,NBA MVP
2520,Luka Dončić,US,USA,Athlete,lukadoncic,17000000,M,medium,style_influence,NBA star
2521,Naomi Osaka,US,USA,Athlete,naomiosaka,3300000,F,high,style_influence,"Tennis star, fashion collaborator"
2522,David Dobrik,US,USA,YouTuber,daviddobrik,15000000,M,medium,style_influence,Vlog-style YouTube star
2523,KSI,US,USA,Influencer,ksi,12000000,M,medium,style_influence,UK-based influencer-boxer
2524,Bretman Rock,US,USA,Influencer,bretmanrock,18000000,M,high,style_influence,"Beauty influencer, glasses wearer"
2525,NikkieTutorials,US,USA,Beauty Influencer,nikkietutorials,17000000,F,medium,style_influence,Dutch beauty influencer
2526,Dulce Candy,US,USA,Beauty Influencer,dulcecandy,2000000,F,medium,style_influence,Latina beauty influencer
2527,Khaby Lame,US,USA,TikToker,khaby.lame,90000000,M,medium,style_influence,World's most followed TikToker
2528,Larray,US,USA,TikToker,larrayeeee,6000000,M,medium,style_influence,TikTok star
2529,Haley Baylee,US,USA,TikToker,,3000000,F,medium,style_influence,TikTok creator
2530,Sofia Richie,US,USA,Influencer,sofiarichie,8000000,F,high,collab_candidate,"Fashion influencer, Lionel Richie's daughter"
2531,Khloe Kardashian,US,USA,Influencer,khloekardashian,306000000,F,medium,collab_candidate,Good American founder
2532,Kourtney Kardashian (2),US,USA,Influencer,kourtneykardash,228000000,F,medium,collab_candidate,duplicate guard - skip
2533,Nicki Minaj,US,USA,Musician,nickiminaj,228000000,F,high,style_influence,"Rap queen, bold fashion"
2534,Saweetie,US,USA,Musician,saweetie,11000000,F,high,style_influence,"Rapper, fashion influencer"
2535,Rico Nasty,US,USA,Musician,riconasty,3000000,F,high,style_influence,Rapper known for colorful looks
2536,Flo Milli,US,USA,Musician,flowithflo,3000000,F,medium,style_influence,Rapper
2537,City Girls,US,USA,Musician,yungmiami305,5000000,F,medium,style_influence,Rap duo
2538,Karol G,US,USA,Musician,karolg,66000000,F,high,collab_candidate,Colombia-born reggaeton star
2539,Denzel Washington Jr.,US,USA,Hollywood Actor,,500000,M,medium,watch_only,American actor
2540,Cuba Gooding Jr.,US,USA,Hollywood Actor,,500000,M,medium,watch_only,Oscar winner actor
2541,Angela Bassett,US,USA,Hollywood Actor,im.angelabassett,2000000,F,medium,style_influence,Black Panther actress
2542,Taraji P. Henson,US,USA,Hollywood Actor,tarajiphenson,20000000,F,high,style_influence,Empire star
2543,Niecy Nash,US,USA,Hollywood Actor,niecynash1,4000000,F,medium,style_influence,Actress-comedian
2544,Tiffany Haddish,US,USA,Hollywood Actor,tiffanyhaddish,16000000,F,high,style_influence,Comedian-actress
2545,Priyanka Chopra Jonas,US,USA,Hollywood Actor,priyankachopra,89000000,F,high,collab_candidate,Bollywood-Hollywood crossover
2546,Kumail Nanjiani,US,USA,Hollywood Actor,kumailn,3000000,M,medium,style_influence,Pakistani-American actor
2547,Riz Ahmed,US,USA,Hollywood Actor,rizahmed,2000000,M,medium,style_influence,British-Pakistani actor
2548,John Boyega,US,USA,Hollywood Actor,johnboyega,5000000,M,medium,style_influence,Star Wars British actor
2549,Donald Glover,US,USA,Hollywood Actor,donaldglover,5000000,M,high,style_influence,"Childish Gambino, Atlanta"
2550,Lakeith Stanfield,US,USA,Hollywood Actor,lakeithstanfield,3000000,M,high,style_influence,"Atlanta, Sorry to Bother You"
2551,Chadwick Boseman (legacy),US,USA,Hollywood Actor,,,M,high,watch_only,Black Panther legend (deceased)
2552,Winston Duke,US,USA,Hollywood Actor,winstonduke,3000000,M,medium,style_influence,"Black Panther, M'Baku"
2553,Simu Liu,US,USA,Hollywood Actor,simuliu,3000000,M,medium,style_influence,"Shang-Chi, Barbie"
2554,Gemma Chan (US),US,USA,Hollywood Actor,gemma_chan,2200000,F,high,style_influence,British-Chinese actress Eternals
2555,Henry Golding,US,USA,Hollywood Actor,henrygolding,4000000,M,high,style_influence,Crazy Rich Asians star
2556,Michelle Yeoh,US,USA,Hollywood Actor,michelleyeoh_official,5000000,F,high,style_influence,Oscar winner Everything Everywhere
2557,Ke Huy Quan,US,USA,Hollywood Actor,kehuyquan,2000000,M,medium,style_influence,Oscar winner
2558,Ali Wong,US,USA,Hollywood Actor,aliwong,2000000,F,medium,style_influence,Comedian-actress
2559,Randall Park,US,USA,Hollywood Actor,randallpark,800000,M,medium,watch_only,Actor-director
2560,Daniel Kaluuya,US,USA,Hollywood Actor,danielkaluuya,3000000,M,medium,style_influence,Oscar winner Get Out
2561,Letitia Wright,US,USA,Hollywood Actor,letitiawright,4000000,F,medium,style_influence,Shuri in Black Panther
2562,Jacob Elordi,US,USA,Hollywood Actor,,3000000,M,medium,style_influence,"Euphoria, Saltburn"
2563,Zach Galifianakis,US,USA,Hollywood Actor,,500000,M,medium,watch_only,The Hangover comedian
2564,Gal Gadot,US,Israel,Hollywood Actor,gal_gadot,43000000,F,high,collab_candidate,"Wonder Woman, Israeli actress"
2565,Jason Momoa,US,USA,Hollywood Actor,prideofgypsies,19000000,M,high,collab_candidate,"Aquaman, Dune"
2566,Dwayne Johnson (2),US,USA,Hollywood Actor,therock,395000000,M,high,collab_candidate,already exists - dedup guard
2567,Chris Rock,US,USA,Comedian,chrisrock,5000000,M,medium,watch_only,Stand-up comedian
2568,Dave Chappelle,US,USA,Comedian,,1000000,M,medium,watch_only,Stand-up comedian
2569,John Mulaney,US,USA,Comedian,,2000000,M,medium,watch_only,Stand-up comedian
2570,Trevor Noah,US,South Africa,TV Host,trevornoah,17000000,M,high,style_influence,Former Daily Show host
2571,Jimmy Fallon,US,USA,TV Host,jimmyfallon,21000000,M,medium,style_influence,Tonight Show host
2572,Jimmy Kimmel,US,USA,TV Host,jimmykimmel,9000000,M,medium,watch_only,Late night host
2573,Seth Meyers,US,USA,TV Host,,1000000,M,medium,watch_only,Late night host
2574,Conan O'Brien,US,USA,TV Host,teamcoco,5000000,M,medium,watch_only,Late night legend
2575,Oprah Winfrey,US,USA,TV Host,oprah,21000000,F,high,collab_candidate,"Media mogul, known for glasses"
2576,Ellen DeGeneres,US,USA,TV Host,theellenshow,18000000,F,high,style_influence,Former talk show host
2577,Kelly Ripa,US,USA,TV Host,kellyripa,3000000,F,medium,style_influence,Morning TV host
2578,Andy Cohen,US,USA,TV Host,bravoandy,3000000,M,medium,style_influence,Bravo TV personality
2579,Ryan Seacrest,US,USA,TV Host,ryanseacrest,7000000,M,medium,watch_only,American Idol host
2580,Wendy Williams,US,USA,TV Host,wendywilliams,3000000,F,medium,style_influence,Former talk show host
2581,Kit Harington US,US,USA,Hollywood Actor,,700000,M,medium,watch_only,Jon Snow - dedup guard
2582,Pedro Pascal (US),US,USA,Hollywood Actor,,3000000,M,medium,style_influence,Mandalorian - dedup guard
2583,Jeffrey Dean Morgan,US,USA,Hollywood Actor,jeffreydeanmorgan,2000000,M,medium,watch_only,"Walking Dead, Negan"
2584,Norman Reedus,US,USA,Hollywood Actor,bigbaldhead,15000000,M,medium,style_influence,Walking Dead star
2585,Millie Bobby Brown,US,USA,Hollywood Actor,milliebobbybrown,62000000,F,high,collab_candidate,"Stranger Things, Florence by Mills"
2586,Finn Wolfhard,US,USA,Hollywood Actor,finnwolfhardx,11000000,M,medium,style_influence,Stranger Things star
2587,Noah Schnapp,US,USA,Hollywood Actor,noahschnapp,27000000,M,medium,style_influence,Stranger Things star
2588,Sadie Sink,US,USA,Hollywood Actor,sadiesink_,17000000,F,high,collab_candidate,"Stranger Things, Taylor Swift videos"
2589,Jack Quaid,US,USA,Hollywood Actor,jackkquaid,2000000,M,medium,watch_only,The Boys star
2590,Antony Starr,US,USA,Hollywood Actor,,700000,M,medium,watch_only,The Boys Homelander
2591,Adam Sandler,US,USA,Hollywood Actor,,3000000,M,medium,watch_only,Comedy legend
2592,Rainn Wilson,US,USA,Hollywood Actor,rainnwilson,2000000,M,medium,watch_only,Dwight Schrute
2593,Ed Helms,US,USA,Hollywood Actor,,800000,M,medium,watch_only,"The Office, The Hangover"
2594,Luke Bryan,US,USA,Musician,lukebryan,8000000,M,medium,watch_only,Country music star
2595,Blake Shelton,US,USA,Musician,blakeshelton,18000000,M,medium,watch_only,"Country star, The Voice"
2596,Tim McGraw,US,USA,Musician,thetimmcgraw,8000000,M,medium,watch_only,Country legend
2597,Faith Hill,US,USA,Musician,,3000000,F,medium,watch_only,Country legend
2598,Miranda Lambert,US,USA,Musician,mirandalambert,7000000,F,medium,watch_only,Country star
