handle,name,country,iso_alpha2,iso_alpha3,region,hq_city,category,subcategory,business_type,business_model,price_tier,founded_year,ownership_type,is_public,stock_ticker,website,domain,instagram_url,linkedin_url,facebook_url,youtube_url,tiktok_handle,instagram_followers,employee_estimate,store_estimate,revenue_usd_estimate,naics_code,sic_code,is_d2c,is_manufacturer,is_retailer,is_luxury,is_smart_eyewear,has_manufacturing,sustainability_focus,description,tags,completeness_pct,confidence_pct,needs_reverification
specs-new-zealand,Specs New Zealand,Australia,AU,AUS,Oceania,,Distributor,,Distributor,,,,,False,,https://specsnz.co.nz,specsnz.co.nz,,https://www.linkedin.com/company/specs-new-zealand/,,,,,,,,423460,5048,False,False,False,False,False,False,False,,Asia-Pacific|Australia,46,50,True
baralunettes,Bar à Lunettes,Canada,CA,CAN,North America,Montreal,Eyewear Brand,,Brand,,,1992,,False,,https://baralunettes.com/en,baralunettes.com,https://instagram.com/baralunettes,https://www.linkedin.com/company/bar-a-lunettes/,,,,13400,,,,339115,3827,False,False,False,False,False,False,False,"A unique and world-renowned concept created by Canadian Marie-Sophie Dion. High-quality, custom-made or ready-to-wear eyewear frames.",Brand|North America|Canada,62,65,True
mosh_framemakers,MOSH Framemakers,Canada,CA,CAN,North America,Vancouver,Manufacturer,,Manufacturer,,,,,False,,https://moshframemakers.com,moshframemakers.com,https://instagram.com/mosh_framemakers,https://www.linkedin.com/company/moshframemakers/,,,,11200,,,,339115,3827,False,True,False,False,False,True,False,"Handcrafting custom, bespoke eyewear in their studio and optical store in Gastown, Vancouver.",Manufacturer|Brand|North America|Canada,59,65,True
dutileyewear,Dutil Eyewear,Canada,CA,CAN,North America,Vancouver,Eyewear Brand,,Brand,,,,,False,,https://dutileyewear.com,dutileyewear.com,https://instagram.com/dutileyewear,https://www.linkedin.com/company/dutileyewear/,,,,12500,,,,339115,3827,False,False,False,False,False,False,False,"Designed in Canada and handcrafted in Japan, this brand offers premium eyewear.",Brand|North America|Canada,59,65,True
aspexeyewear,Aspex Eyewear,Canada,CA,CAN,North America,Montreal,Manufacturer,,Manufacturer,,,1965,,False,,https://aspexeyewear.com/ca,aspexeyewear.com,https://instagram.com/aspexeyewear,https://www.linkedin.com/company/aspex-eyewear/,,,,9800,,,,339115,3827,False,True,False,False,False,True,False,One of the world's largest global distributors of quality eyewear and sunwear.,Manufacturer|North America|Canada,62,65,True
spectacleeyeworks,Spectacle Eyeworks,Canada,CA,CAN,North America,Vancouver,Eyewear Brand,,Brand,,,1996,,False,,https://spec-eyeworks.com,spec-eyeworks.com,https://instagram.com/spectacleeyeworks,https://www.linkedin.com/company/spectacle-eyeworks/,,,,,,,,339115,3827,False,False,False,False,False,False,False,"An exclusive fashion eyewear company based in Vancouver, known for its bold and artistic frames.",Brand|North America|Canada,62,65,True
kitseyecare,KITS,Canada,CA,CAN,North America,Vancouver,D2C Brand,,D2C,,,2020,,False,,https://kits.ca,kits.ca,https://instagram.com/kitseyecare,https://www.linkedin.com/company/kits/,,,,15400,,,,446130,5995,False,False,False,False,False,False,False,"A Canadian online eyecare company that offers their own exclusive line of glasses and sunglasses, as well as designer eyewear and contact lenses.",D2C|Retailer|North America|Canada,62,65,True
helden,HELDEN,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,,,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,"A distinguished Dutch eyewear brand, stands out as a personal and unique creation within the realm of independent eyewear companies.",Brand|Europe|Netherlands,41,30,True
pearle-studio,Pearle Studio,Netherlands,NL,NLD,Europe,Soest,Optical Retail Chain,,Retailer,,,,,False,,,,,https://www.linkedin.com/company/pearle-studio/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"Pearle Studio is a retail optician in the Netherlands that offers a diverse range of eyewear products, including designer glasses, sunglasses, and contact lenses from renowned brands like Ray-Ban and Tom Ford.",Retailer|Europe|Netherlands,44,30,True
medi-optiek,Medi Optiek,Netherlands,NL,NLD,Europe,Bussum,Optical Retail Chain,,Retailer,,,,,False,,,,,https://www.linkedin.com/company/medi-optiek/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"The company, Medi Optiek, is an optical retailer that specializes in high-quality eyewear products and provides expert advice, making it a great destination for those in search of glasses, contact lenses, or sunglasses.",Retailer|Europe|Netherlands,44,30,True
van-gijzen-opticiens,Van Gijzen Opticiens,Netherlands,NL,NLD,Europe,Tilburg,Optical Retail Chain,,Retailer,,,1919,,False,,,,,https://www.linkedin.com/company/van-gijzen-opticiens/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"The company specializes in providing customized vision solutions, offering tailored prescription glasses and contact lenses.",Retailer|Europe|Netherlands,47,30,True
xo-optics-zuidas,XO Optics Zuidas,Netherlands,NL,NLD,Europe,Amsterdam,Optical Retail Chain,,Retailer,,,2020,,False,,,,,https://www.linkedin.com/company/xo-optics-zuidas/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"The company specializes in ZEISS computer glasses, particularly the ZEISS Office Blue Protect, which are designed to enhance visual comfort and reduce eye strain during reading and computer work.",Retailer|Europe|Netherlands,47,30,True
your-eyewear,Your Eyewear,Netherlands,NL,NLD,Europe,Diemen,D2C Brand,,D2C,,,,,False,,,,,,,,,,,,,454110,5961,False,False,False,False,False,False,False,"YourEyewear addresses the common challenge of finding comfortable, well-fitting glasses by offering a unique collection that can be tailored to individual preferences.",D2C|Europe|Netherlands,44,30,True
eaglet-eye,Eaglet Eye,Netherlands,NL,NLD,Europe,Houten,Manufacturer,,Manufacturer,,,2011,,False,,,,,https://www.linkedin.com/company/eaglet-eye/,,,,,,,,339115,3827,False,True,False,False,False,True,False,"Eaglet Eye is a technology company that specializes in innovative medical devices for eye care, notably the Eye Surface Profiler (ESP), which enhances contact lens fitting and improves visual acuity through precise measurements of the eye's surface.",Manufacturer|Europe|Netherlands,47,30,True
addoptics,Addoptics,Netherlands,NL,NLD,Europe,Rotterdam,Manufacturer,,Manufacturer,,,2018,,False,,,,,,,,,,,,,339115,3827,False,True,False,False,False,True,False,"Addoptics specializes in developing prescription optics for augmented reality (AR) glasses, focusing on customized smart lenses that enhance the AR ecosystem.",Manufacturer|Europe|Netherlands,47,30,True
van-nes-optiek-bv,Van Nes Optiek BV,Netherlands,NL,NLD,Europe,Krimpen aan den IJssel,Optical Retail Chain,,Retailer,,,1997,,False,,,,,https://www.linkedin.com/company/van-nes-optiek/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"Van Nes Optiek is a prominent optical retailer in the Krimpenerwaard region, offering an extensive selection of over 1500 eyewear frames and sunglasses from renowned brands.",Retailer|Europe|Netherlands,47,30,True
euro-optics-group,Euro Optics Group,Netherlands,NL,NLD,Europe,Amsterdam,Distributor,,Distributor,,,,,False,,https://euroopticsgroup.nl,euroopticsgroup.nl,,https://www.linkedin.com/company/euro-optics-group/,,,,,,,,423460,5048,False,False,False,False,False,False,False,"Optical wholesaler & distributor of prescription frames, sunglasses, and optical accessories.",Europe|Netherlands,54,50,True
van-dalen-brillen-b-v,Van Dalen Brillen B.V.,Netherlands,NL,NLD,Europe,Breda,Distributor,,Brand,,,,,False,,https://vandalenbrillen.nl,vandalenbrillen.nl,,https://www.linkedin.com/company/van-dalen-brillen-bv/,,,,,,,,339115,3827,False,False,False,False,False,False,False,"Eyewear wholesaler & private label supplier of sunglasses, readers, and optical frames.",Europe|Netherlands,54,50,True
clip-optiek,Clip Optiek,Netherlands,NL,NLD,Europe,Rotterdam,Distributor,,Distributor,,,,,False,,https://clipoptiek.nl,clipoptiek.nl,,https://www.linkedin.com/company/clip-optiek/,,,,,,,,423460,5048,False,False,False,False,False,False,False,"Optical supplier and house brand distributor of sunglasses, kids’ eyewear, and clip-on glasses.",Europe|Netherlands,54,50,True
brilservice-nederland,Brilservice Nederland,Netherlands,NL,NLD,Europe,Apeldoorn,Distributor,,Brand,,,,,False,,https://brilservice.nl,brilservice.nl,,https://www.linkedin.com/company/brilservice-nederland/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Optical retail support and sunglasses wholesaler of budget to mid-range sunglasses and readers.,Europe|Netherlands,54,50,True
charlie-temple,Charlie Temple,Netherlands,NL,NLD,Europe,Rotterdam,D2C Brand,,D2C,,,,,False,,https://charlietemple.com,charlietemple.com,,https://www.linkedin.com/company/charlie-temple/,,,,,,,,454110,5961,False,False,False,False,False,False,False,Online eyewear retailer & private label brand of budget-friendly sunglasses and optical glasses.,D2C|Europe|Netherlands,54,50,True
franky-amsterdam,Franky Amsterdam,Netherlands,NL,NLD,Europe,Amsterdam,Eyewear Brand,,Brand,,,,,False,,https://frankyamsterdam.com,frankyamsterdam.com,,https://www.linkedin.com/company/frankyamsterdam/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Lifestyle brand with a women’s sunglasses line and trend collections.,Brand|Europe|Netherlands,54,50,True
pearle-opticiens,Pearle Opticiens,Netherlands,NL,NLD,Europe,,Optical Retail Chain,,Retailer,,,,,False,,https://pearle.nl,pearle.nl,,https://www.linkedin.com/company/pearle-opticiens/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Large optical retail chain in the Netherlands.,Retailer|Europe|Netherlands,51,50,True
specsavers-netherlands,Specsavers Netherlands,Netherlands,NL,NLD,Europe,,Optical Retail Chain,,Retailer,,,,,False,,https://specsavers.nl,specsavers.nl,,https://www.linkedin.com/company/specsavers/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Optical retail chain.,Retailer|Europe|Netherlands,51,50,True
eyelove-brillen,Eyelove Brillen,Netherlands,NL,NLD,Europe,,Optical Retail Chain,,Retailer,,,,,False,,https://eyelovebrillen.nl,eyelovebrillen.nl,,https://www.linkedin.com/company/eyelovebrillen/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Eyewear retailer.,Retailer|Europe|Netherlands,51,50,True
etos-sunglasses-line,Etos (Sunglasses Line),Netherlands,NL,NLD,Europe,,Optical Retail Chain,,Retailer,,,,,False,,https://etos.nl,etos.nl,,https://www.linkedin.com/company/etos/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Drugstore chain with a private label sunglasses line.,Retailer|Europe|Netherlands,51,50,True
luxreaders-netherlands,LUXREADERS Netherlands,Netherlands,NL,NLD,Europe,,D2C Brand,,D2C,,,,,False,,https://luxreaders.nl,luxreaders.nl,,https://www.linkedin.com/company/luxreaders/,,,,,,,,454110,5961,False,False,False,False,False,False,False,Online retailer of reading glasses.,D2C|Europe|Netherlands,51,50,True
bold-banana-eyewear,Bold Banana Eyewear,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://boldbanana.com,boldbanana.com,,https://www.linkedin.com/company/boldbanana/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand.,Brand|Europe|Netherlands,51,50,True
oolaboo-lifestyle-concepts,Oolaboo Lifestyle Concepts,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://oolaboo.com,oolaboo.com,,https://www.linkedin.com/company/oolaboo/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Lifestyle brand with an eyewear line.,Brand|Europe|Netherlands,51,50,True
sinner-netherlands,Sinner Netherlands,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://sinner.eu,sinner.eu,,https://www.linkedin.com/company/sinner/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Sports and lifestyle brand with a focus on sunglasses and goggles.,Brand|Europe|Netherlands,51,50,True
zigzag-amsterdam,ZigZag Amsterdam,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://zigzag.amsterdam,zigzag.amsterdam,,https://www.linkedin.com/company/zigzag-amsterdam/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand.,Brand|Europe|Netherlands,51,50,True
henau,HENAU,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,2000,,False,,,,,https://www.linkedin.com/company/henau/,,,,,,,,339115,3827,False,False,False,False,False,False,False,A Belgian eyewear brand that embodies the perfect blend of craftsmanship and imagination.,Brand|Europe|Netherlands,44,30,True
binoche,BINOCHE,Netherlands,NL,NLD,Europe,Antwerp,Eyewear Brand,,Brand,,,,,False,,,,,https://www.linkedin.com/company/binoche/,,,,,,,,339115,3827,False,False,False,False,False,False,False,A Belgian eyewear brand that embraces its roots and takes pride in its Belgian heritage.,Brand|Europe|Netherlands,44,30,True
optiek-oculi,Optiek Oculi,Netherlands,NL,NLD,Europe,Bree,Optical Retail Chain,,Retailer,,,2021,,False,,,,,https://www.linkedin.com/company/optiek-oculi/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"Specializes in eyewear, offering a variety of handmade glasses and contact lenses, along with personalized advice and eye testing services.",Retailer|Europe|Netherlands,47,30,True
morrow-optics,Morrow Optics,Netherlands,NL,NLD,Europe,Ghent,Eyewear Brand,,Brand,,,2016,,False,,,,,https://www.linkedin.com/company/morrow-optics/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Transforming the eyewear industry with its innovative eProgressive glasses that utilize advanced liquid crystal technology for enhanced vision.,Brand|Europe|Netherlands,47,30,True
eyeboutique,Eyeboutique,Netherlands,NL,NLD,Europe,Kortrijk,Optical Retail Chain,,Retailer,,,,,False,,,,,https://www.linkedin.com/company/eyeboutique/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"Specializes in eyeglasses, offering a wide selection and a 20% discount on eyewear for seniors and union members.",Retailer|Europe|Netherlands,44,30,True
optiek-kristien,OPTIEK KRISTIEN,Netherlands,NL,NLD,Europe,Hasselt,Optical Retail Chain,,Retailer,,,2000,,False,,,,,https://www.linkedin.com/company/optiek-kristien/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"Specializes in a wide range of eyewear products and services, including glasses and contact lenses, with a focus on personalized solutions.",Retailer|Europe|Netherlands,47,30,True
optiek-van-gorp,OPTIEK VAN GORP,Netherlands,NL,NLD,Europe,Beerse,Optical Retail Chain,,Retailer,,,1959,,False,,,,,https://www.linkedin.com/company/optiek-van-gorp/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"Specializes in a wide range of eyewear products, including quality frames, sunglasses, and contact lenses.",Retailer|Europe|Netherlands,47,30,True
optiek-van-ranst,Optiek Van Ranst,Netherlands,NL,NLD,Europe,Schoten,Optical Retail Chain,,Retailer,,,2017,,False,,,,,https://www.linkedin.com/company/optiek-van-ranst/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"Operates as a retailer in the optics sector, providing a diverse selection of eyewear products.",Retailer|Europe|Netherlands,47,30,True
meye-nv,MEYE NV,Netherlands,NL,NLD,Europe,Antwerp,Eyewear Brand,,Brand,,,2017,,False,,,,,https://www.linkedin.com/company/meye-nv/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Specializes in providing marketing solutions for independent opticians.,Europe|Netherlands,47,30,True
giarre,GIARRE,Netherlands,NL,NLD,Europe,Ixelles - Elsene,Optical Retail Chain,,Retailer,,,,,False,,,,,https://www.linkedin.com/company/giare/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"A manufacturer that specializes in high-quality eyewear, offering innovative designs and exceptional protection.",Retailer|Europe|Netherlands,44,30,True
claeyssens-optic,CLAEYSSENS OPTIC,Netherlands,NL,NLD,Europe,Ghent,Optical Retail Chain,,Retailer,,,,,False,,,,,https://www.linkedin.com/company/claeyssens-optic/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Specializes in optician services and offers a diverse range of eyewear products.,Retailer|Europe|Netherlands,44,30,True
g-vision-group,G Vision Group,Belgium,BE,BEL,Europe,Brussels,Distributor,,Brand,,,,,False,,,,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,"Optical wholesaler and B2B distributor of reading glasses, optical frames, and CE-certified sunglasses.",Europe|Belgium,44,30,True
opticobel,Opticobel,Netherlands,NL,NLD,Europe,Liège,Distributor,,Brand,,,,,False,,https://opticobel.be,opticobel.be,,https://www.linkedin.com/company/opticobel/,,,,,,,,339115,3827,False,False,False,False,False,False,False,"Regional eyewear wholesaler and importer of polarized sunglasses, optical frames, and accessories.",Europe|Netherlands,54,50,True
vision-company-belgium,Vision Company Belgium,Netherlands,NL,NLD,Europe,Antwerp,Distributor,,Brand,,,,,False,,https://visioncompany.be,visioncompany.be,,https://www.linkedin.com/company/vision-company-be/,,,,,,,,339115,3827,False,False,False,False,False,False,False,"Trend-focused eyewear wholesaler of fashion sunglasses, casual readers, and lifestyle optical frames.",Europe|Netherlands,54,50,True
lens-vision-europe,Lens & Vision Europe,Netherlands,NL,NLD,Europe,Leuven,Distributor,,Distributor,,,,,False,,https://lensandvision.be,lensandvision.be,,https://www.linkedin.com/company/lens-and-vision-europe/,,,,,,,,423460,5048,False,False,False,False,False,False,False,"Optical solutions provider for professional opticians, offering prescription-ready sunglasses, optical frames, lenses, and accessories.",Europe|Netherlands,54,50,True
delcam-optics,Delcam Optics,Netherlands,NL,NLD,Europe,,Distributor,,Distributor,,,,,False,,,,,,,,,,,,,423460,5048,False,False,False,False,False,False,False,Distributor of eyewear.,Europe|Netherlands,41,30,True
komorebi-eyewear,Komorebi Eyewear,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://komorebi.be,komorebi.be,,https://www.linkedin.com/company/komorebi-eyewear/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand.,Brand|Europe|Netherlands,51,50,True
bidules-eyewear,Bidules Eyewear,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://bidules.be,bidules.be,,https://www.linkedin.com/company/bidules-eyewear/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand.,Brand|Europe|Netherlands,51,50,True
w-r-yuma,W.R.Yuma,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://wryuma.com,wryuma.com,,https://www.linkedin.com/company/wryuma/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand.,Brand|Europe|Netherlands,51,50,True
hans-anders-belgium,Hans Anders Belgium,Netherlands,NL,NLD,Europe,,Optical Retail Chain,,Retailer,,,,,False,,https://hansanders.be,hansanders.be,,https://www.linkedin.com/company/hansanders/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Optical retail chain.,Retailer|Europe|Netherlands,51,50,True
pearle-opticiens-belgium,Pearle Opticiens Belgium,Netherlands,NL,NLD,Europe,,Optical Retail Chain,,Retailer,,,,,False,,https://pearle.be,pearle.be,,https://www.linkedin.com/company/pearle-opticiens/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Optical retail chain.,Retailer|Europe|Netherlands,51,50,True
grandoptical-belgium,GrandOptical Belgium,Netherlands,NL,NLD,Europe,,Optical Retail Chain,,Retailer,,,,,False,,https://grandoptical.be,grandoptical.be,,https://www.linkedin.com/company/grandoptical/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Optical retail chain.,Retailer|Europe|Netherlands,51,50,True
lunettes-compagnie,Lunettes & Compagnie,Netherlands,NL,NLD,Europe,,Optical Retail Chain,,Retailer,,,,,False,,https://lunettescompagnie.be,lunettescompagnie.be,,https://www.linkedin.com/company/lunettes-compagnie/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Eyewear retailer.,Retailer|Europe|Netherlands,51,50,True
di-beauty-stores,Di Beauty Stores,Netherlands,NL,NLD,Europe,,Optical Retail Chain,,Retailer,,,,,False,,https://di.be,di.be,,https://www.linkedin.com/company/di-beauty-stores/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Beauty store with an eyewear section.,Retailer|Europe|Netherlands,51,50,True
frank-lucie-belgium,Frank & Lucie Belgium,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://frankandlucie.com,frankandlucie.com,,https://www.linkedin.com/company/frank-lucie/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand.,Brand|Europe|Netherlands,51,50,True
marie-martens-eyewear,Marie Martens Eyewear,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://mariemartens.com,mariemartens.com,,https://www.linkedin.com/company/marie-martens-eyewear/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand.,Brand|Europe|Netherlands,51,50,True
the-mockingbird-club,The Mockingbird Club,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://themockingbirdclub.com,themockingbirdclub.com,,https://www.linkedin.com/company/the-mockingbird-club/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand.,Brand|Europe|Netherlands,51,50,True
atelier-atypique,Atelier Atypique,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,https://atelieratypique.com,atelieratypique.com,,https://www.linkedin.com/company/atelier-atypique/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand.,Brand|Europe|Netherlands,51,50,True
ohmyeyesofficial,OH MY EYES,Sweden,SE,SWE,Europe,Stockholm,Eyewear Brand,,Brand,,,2018,,False,,https://ohmyeyes.com,ohmyeyes.com,https://instagram.com/ohmyeyesofficial,https://www.linkedin.com/company/oh-my-eyes/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Luxury eyewear label. Each collection is designed by a different designer.,Brand|Europe|Sweden,62,65,True
oscar.magnuson,OSCAR MAGNUSON,Sweden,SE,SWE,Europe,Stockholm,Eyewear Brand,,Brand,,,,,False,,https://oscarmagnuson.com,oscarmagnuson.com,https://instagram.com/oscar.magnuson,https://www.linkedin.com/company/oscar-magnuson/,,,,12500,,,,339115,3827,False,False,False,False,False,False,False,"The brand’s creative headquarters are based in Stockholm. The collections are clean, elegant and, thanks to the eco-friendly materials, connected to nature.",Brand|Europe|Sweden,59,65,True
eoeeyewear,EoE Eyewear,Sweden,SE,SWE,Europe,Umeå,Eyewear Brand,,Brand,,,2010,,False,,https://eoe-eyewear.com,eoe-eyewear.com,https://instagram.com/eoeeyewear,https://www.linkedin.com/company/eoe-eyewear/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Sustainable eyewear brand using bio-based acetate and recyclable packaging.,Brand|Europe|Sweden,62,65,True
chimieyewear,CHIMI Eyewear,Sweden,SE,SWE,Europe,Stockholm,Eyewear Brand,,Brand,,,2016,,False,,https://chimi.com,chimi.com,https://instagram.com/chimieyewear,https://www.linkedin.com/company/chimi-eyewear/,,,,58000,,,,339115,3827,False,False,False,False,False,False,False,Trend-led fashion eyewear brand with bold unisex styles.,Brand|Europe|Sweden,62,65,True
vasumaeyewear,Vasuma Eyewear,Sweden,SE,SWE,Europe,Stockholm,Eyewear Brand,,Brand,,,2005,,False,,https://vasuma.com,vasuma.com,https://instagram.com/vasumaeyewear,https://www.linkedin.com/company/vasuma/,,,,23000,,,,339115,3827,False,False,False,False,False,False,False,Independent designer brand with retro-inspired designs.,Brand|Europe|Sweden,62,65,True
lightsocietyeyewear,Light Society,Sweden,SE,SWE,Europe,Gothenburg,Eyewear Brand,,Brand,,,2019,,False,,https://lightsocietyeyewear.com,lightsocietyeyewear.com,https://instagram.com/lightsocietyeyewear,https://www.linkedin.com/company/lightsocietyeyewear/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eco-luxury eyewear brand with ultra-light bio-materials.,Brand|Europe|Sweden,62,65,True
triwa,TRiWA,Sweden,SE,SWE,Europe,Stockholm,Eyewear Brand,,Brand,,,2007,,False,,https://triwa.com,triwa.com,https://instagram.com/triwa,https://www.linkedin.com/company/triwa/,,,,120000,,,,339115,3827,False,False,False,False,False,False,False,Ethical fashion accessories brand with sunglasses from recycled materials.,Brand|Europe|Sweden,62,65,True
nividas,Nividas,Sweden,SE,SWE,Europe,Stockholm,Eyewear Brand,,Brand,,,2014,,False,,https://nividas.com,nividas.com,https://instagram.com/nividas,https://www.linkedin.com/company/nividas/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Urban lifestyle eyewear brand with travel-inspired collections.,Brand|Europe|Sweden,62,65,True
akenbergeyewear,Akenberg,Sweden,SE,SWE,Europe,Lapland,Eyewear Brand,,Brand,,,,,False,,https://akenberg.com,akenberg.com,https://instagram.com/akenbergeyewear,https://www.linkedin.com/company/akenberg/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand with a focus on sustainable materials.,Brand|Europe|Sweden,59,65,True
hydeofficial,Hyde Eyewear,Sweden,SE,SWE,Europe,Gothenburg,Eyewear Brand,,Brand,,,,,False,,https://hydeofficial.com,hydeofficial.com,https://instagram.com/hydeofficial,https://www.linkedin.com/company/hyde-eyewear/,,,,85000,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand with a focus on minimalist design.,Brand|Europe|Sweden,59,65,True
glaseyewear,Glas Scandinavia,Sweden,SE,SWE,Europe,Malmö,Eyewear Brand,,Brand,,,,,False,,https://glas.se,glas.se,https://instagram.com/glaseyewear,https://www.linkedin.com/company/glas-scandinavia/,,,,54000,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand with a focus on classic and timeless design.,Brand|Europe|Sweden,59,65,True
corlineyewear,Corlin Eyewear,Sweden,SE,SWE,Europe,Stockholm,Eyewear Brand,,Brand,,,,,False,,https://corlineyewear.com,corlineyewear.com,https://instagram.com/corlineyewear,https://www.linkedin.com/company/corlin-eyewear/,,,,25400,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand with a focus on trendy and affordable design.,Brand|Europe|Sweden,59,65,True
moulieyewear,Mouli Eyewear,Sweden,SE,SWE,Europe,Stockholm,Eyewear Brand,,Brand,,,,,False,,https://moulieyewear.com,moulieyewear.com,https://instagram.com/moulieyewear,https://www.linkedin.com/company/moulieyewear/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand with a focus on high-quality materials and craftsmanship.,Brand|Europe|Sweden,59,65,True
arosoptik,Aros Optik,Sweden,SE,SWE,Europe,Västerås,Optical Retail Chain,,Retailer,,,,,False,,https://arosoptik.se,arosoptik.se,https://instagram.com/arosoptik,https://www.linkedin.com/company/aros-optik/,,,,18300,,,,446130,5995,False,False,True,False,False,False,False,Optical retailer with a wide range of eyewear brands.,Retailer|Europe|Sweden,59,65,True
oscareide,Oscar Eide,Sweden,SE,SWE,Europe,Stockholm,Eyewear Brand,,Brand,,,,,False,,https://oscareide.com,oscareide.com,https://instagram.com/oscareide,https://www.linkedin.com/company/oscareide/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Eyewear brand with a focus on exclusive and handmade frames.,Brand|Europe|Sweden,59,65,True
monokel,Monokel Eyewear,Sweden,SE,SWE,Europe,Stockholm,Eyewear Brand,,Brand,,,,,False,,https://monokel-eyewear.com,monokel-eyewear.com,https://instagram.com/monokel,https://www.linkedin.com/company/monokel-eyewear/,,,,56000,,,,339115,3827,False,False,False,False,False,False,False,Unisex sunglass label with a mix of simplicity and functionalism.,Brand|Europe|Sweden,59,65,True
scandinavianeyewear,Scandinavian Eyewear,Sweden,SE,SWE,Europe,Nässjö,Manufacturer,,Manufacturer,,,1948,,False,,https://scandinavianeyewear.se,scandinavianeyewear.se,https://instagram.com/scandinavianeyewear,https://www.linkedin.com/company/scandinavian-eyewear/,,,,12500,,,,339115,3827,False,True,False,False,False,True,False,Eyewear manufacturer with a portfolio of well-known brands.,Manufacturer|Europe|Sweden,62,65,True
optovision_sverige,OptoVision Sweden,Sweden,SE,SWE,Europe,Linköping,Distributor,,Distributor,,,,,False,,https://optovision.se,optovision.se,https://instagram.com/optovision_sverige,https://www.linkedin.com/company/optovision-sweden/,,,,8900,,,,423460,5048,False,False,False,False,False,False,False,Distributor of ophthalmic lenses and eyewear.,Europe|Sweden,59,65,True
